complaint_id,actual_withdrawal_id,actual_h3_cell,actual_atm_id,actual_withdrawal_timestamp,actual_withdrawal_amount,time_to_cashout_seconds,cashout_occurred
CMP00002730,WDR00003254,88619958dbfffff,ATM001445,2024-08-31T18:27:14,5120.41,8328.0,True
CMP00002730,WDR00003255,883cf28823fffff,ATM000798,2024-08-31T18:36:08,8807.8,8862.0,True
CMP00002731,WDR00003256,886004783bfffff,ATM001710,2024-02-19T20:38:02,9879.03,13312.0,True
CMP00002732,,,,,,,False
CMP00002733,WDR00003257,88611e6307fffff,ATM001592,2024-01-23T03:05:46,17920.45,3825.0,True
CMP00002733,WDR00003258,88611bc5e1fffff,ATM001660,2024-01-23T03:34:50,12649.15,5569.0,True
CMP00002734,,,,,,,False
CMP00002735,WDR00003259,883d9db403fffff,ATM001868,2024-05-18T23:37:10,192.53,5954.0,True
CMP00002735,WDR00003260,883d9db403fffff,ATM001868,2024-05-18T23:58:42,1139.3,7246.0,True
CMP00002736,,,,,,,False
CMP00002737,WDR00003261,883d8d5659fffff,ATM000536,2024-01-11T21:52:11,126758.11,3414.0,True
CMP00002738,WDR00003262,88611bb49bfffff,ATM001548,2024-03-21T16:04:56,2821.97,12429.0,True
CMP00002739,WDR00003263,8860a16c6dfffff,ATM001951,2024-01-30T11:40:40,54718.14,10736.0,True
CMP00002739,WDR00003264,8860ae123dfffff,ATM001762,2024-01-30T11:49:43,16278.24,11279.0,True
CMP00002740,WDR00003265,8860a07543fffff,ATM001541,2024-07-12T18:57:33,6163.88,4688.0,True
CMP00002741,WDR00003266,883d131a4bfffff,ATM001882,2024-09-05T22:10:43,3050.7,1137.0,True
CMP00002741,WDR00003267,883d131a4bfffff,ATM001882,2024-09-05T22:23:19,397.34,1893.0,True
CMP00002741,WDR00003268,883d131a4bfffff,ATM001882,2024-09-05T22:39:26,378.17,2860.0,True
CMP00002742,WDR00003269,883da11401fffff,ATM000319,2024-12-26T03:11:19,7522.16,4433.0,True
CMP00002743,WDR00003270,883d94cc0bfffff,ATM001771,2024-12-17T05:35:42,33697.59,318.0,True
CMP00002744,WDR00003271,8842cc9ac5fffff,ATM001500,2024-12-29T16:37:20,210.22,5178.0,True
CMP00002744,WDR00003272,8842cc9ac5fffff,ATM001500,2024-12-29T17:05:30,1795.06,6868.0,True
CMP00002745,WDR00003273,8842c47059fffff,ATM001428,2024-02-11T15:45:55,5632.43,11384.0,True
CMP00002746,WDR00003274,886095603bfffff,ATM001946,2024-04-27T13:04:11,7209.96,12388.0,True
CMP00002747,,,,,,,False
CMP00002748,WDR00003275,883da1142bfffff,ATM001178,2024-05-08T11:44:19,7436.65,6632.0,True
CMP00002749,WDR00003276,883da11683fffff,ATM000032,2024-11-10T12:02:24,3441.76,4586.0,True
CMP00002749,WDR00003277,883da11585fffff,ATM000947,2024-11-10T12:14:35,286.1,5317.0,True
CMP00002750,WDR00003278,886095c191fffff,ATM001895,2024-05-25T11:18:22,3363.54,827.0,True
CMP00002751,,,,,,,False
CMP00002752,WDR00003279,883da1142bfffff,ATM000255,2024-06-04T16:16:35,1691.76,327.0,True
CMP00002753,WDR00003280,883d9d494dfffff,ATM001732,2024-10-06T20:44:16,4573.33,1654.0,True
CMP00002754,WDR00003281,883db14a01fffff,ATM001444,2024-11-21T00:47:42,204262.96,543.0,True
CMP00002755,WDR00003282,883da1aae5fffff,ATM001789,2024-06-08T14:18:09,303082.35,13407.0,True
CMP00002756,,,,,,,False
CMP00002757,,,,,,,False
CMP00002758,WDR00003283,8860a08d91fffff,ATM001819,2024-05-28T11:18:06,34774.98,3962.0,True
CMP00002758,WDR00003284,8860a08d91fffff,ATM001819,2024-05-28T11:23:45,70648.39,4301.0,True
CMP00002758,WDR00003285,8860a08d91fffff,ATM001819,2024-05-28T11:31:03,67250.25,4739.0,True
CMP00002759,WDR00003286,883c30a5d3fffff,ATM001980,2024-06-20T09:44:50,57129.6,6955.0,True
CMP00002760,WDR00003287,883d145833fffff,ATM001538,2024-10-14T03:04:27,23183.06,13924.0,True
CMP00002761,WDR00003288,883cb26953fffff,ATM001804,2024-07-02T11:34:39,6590.96,8912.0,True
CMP00002762,WDR00003289,8860930731fffff,ATM001513,2024-01-17T02:11:21,27491.27,9334.0,True
CMP00002763,,,,,,,False
CMP00002764,WDR00003290,883cf2d591fffff,ATM001126,2024-06-15T13:17:46,7733.12,1983.0,True
CMP00002764,WDR00003291,883d89b8d3fffff,ATM001643,2024-06-15T13:30:12,75072.56,2729.0,True
CMP00002765,WDR00003292,883c33a6abfffff,ATM001570,2024-02-19T17:12:48,10258.37,2822.0,True
CMP00002766,WDR00003293,883d9db403fffff,ATM001868,2024-04-25T06:32:59,34005.17,5426.0,True
CMP00002767,WDR00003294,883c02033bfffff,ATM001641,2024-10-11T14:03:24,13125.1,14140.0,True
CMP00002768,,,,,,,False
CMP00002769,,,,,,,False
CMP00002770,,,,,,,False
CMP00002771,,,,,,,False
CMP00002772,WDR00003295,8860145b2dfffff,ATM000150,2024-12-31T14:45:05,5369.54,14742.0,True
CMP00002773,WDR00003296,883c116a53fffff,ATM001770,2024-09-22T23:42:59,31162.31,2996.0,True
CMP00002774,,,,,,,False
CMP00002775,WDR00003297,88611a4011fffff,ATM001894,2024-07-18T18:57:17,36481.15,2772.0,True
CMP00002776,WDR00003298,8860339a93fffff,ATM001564,2024-09-11T17:57:23,8585.04,502.0,True
CMP00002777,WDR00003299,8860b410bbfffff,ATM001609,2024-08-02T20:45:34,16753.37,12722.0,True
CMP00002778,WDR00003300,883d8a1731fffff,ATM001691,2024-11-07T19:18:12,52771.59,2887.0,True
CMP00002779,WDR00003301,8860220e6dfffff,ATM001610,2024-04-20T05:17:52,5591.02,1736.0,True
CMP00002780,,,,,,,False
CMP00002781,WDR00003302,88608b40e1fffff,ATM000191,2024-10-10T14:54:13,1397.83,2319.0,True
CMP00002782,WDR00003303,8860a20505fffff,ATM001734,2024-02-17T09:33:35,4127.42,7991.0,True
CMP00002782,WDR00003304,88608b19bbfffff,ATM001133,2024-02-17T09:43:11,114321.78,8567.0,True
CMP00002783,WDR00003305,883c1d2b2bfffff,ATM001872,2024-10-09T16:53:08,57630.82,5137.0,True
CMP00002784,,,,,,,False
CMP00002785,WDR00003306,8860982981fffff,ATM001542,2024-06-07T12:43:51,5397.27,9320.0,True
CMP00002785,WDR00003307,8860988e29fffff,ATM001740,2024-06-07T12:49:49,1180.11,9678.0,True
CMP00002786,WDR00003308,883c9e2565fffff,ATM001663,2024-12-23T01:25:21,11591.11,1312.0,True
CMP00002787,WDR00003309,8860330ea9fffff,ATM001889,2024-12-06T06:56:12,122989.84,2374.0,True
CMP00002788,WDR00003310,883da21819fffff,ATM001231,2024-11-03T09:57:44,146.71,3403.0,True
CMP00002788,WDR00003311,883d8d5255fffff,ATM001389,2024-11-03T10:10:17,853.07,4156.0,True
CMP00002789,WDR00003312,883d86472bfffff,ATM001578,2024-08-21T20:39:53,1640.57,1132.0,True
CMP00002790,,,,,,,False
CMP00002791,WDR00003313,883c34266dfffff,ATM001792,2024-05-01T21:00:30,17914.67,1067.0,True
CMP00002792,WDR00003314,8860220e6dfffff,ATM001610,2024-08-08T19:31:56,14180.08,1089.0,True
CMP00002793,,,,,,,False
CMP00002794,WDR00003315,8860b6a769fffff,ATM001886,2024-04-28T15:35:10,118248.8,3784.0,True
CMP00002795,WDR00003316,8860a36debfffff,ATM001752,2024-05-26T19:03:27,45246.62,824.0,True
CMP00002796,WDR00003317,8860a465e3fffff,ATM001994,2024-09-05T22:50:24,1164.53,6018.0,True
CMP00002797,WDR00003318,8860b3c59bfffff,ATM001536,2024-02-15T21:00:34,35336.49,1171.0,True
CMP00002798,,,,,,,False
CMP00002799,WDR00003319,88424db9b7fffff,ATM001515,2024-08-05T07:04:06,780613.02,962.0,True
CMP00002800,WDR00003320,88618eb357fffff,ATM000692,2024-06-22T14:42:34,23275.26,8197.0,True
CMP00002800,WDR00003321,88618eb357fffff,ATM000692,2024-06-22T14:52:08,9241.97,8771.0,True
CMP00002801,WDR00003322,8860b3c59bfffff,ATM001536,2024-03-03T05:38:26,29188.95,720.0,True
CMP00002802,,,,,,,False
CMP00002803,,,,,,,False
CMP00002804,WDR00003323,8860225893fffff,ATM001607,2024-04-09T21:09:22,19641.38,3139.0,True
CMP00002805,WDR00003324,886026d615fffff,ATM001791,2024-05-11T13:52:47,7565.58,6862.0,True
CMP00002805,WDR00003325,8860264097fffff,ATM001449,2024-05-11T14:09:35,189.17,7870.0,True
CMP00002805,WDR00003326,883da1143dfffff,ATM001120,2024-05-11T14:30:24,1780.0,9119.0,True
CMP00002805,WDR00003327,883da1142bfffff,ATM001178,2024-05-11T14:52:06,1210.41,10421.0,True
CMP00002806,WDR00003328,883cab101dfffff,ATM001775,2024-05-09T21:55:56,24775.36,2824.0,True
CMP00002807,WDR00003329,883d8e1159fffff,ATM001979,2024-09-03T22:10:21,53888.35,7589.0,True
CMP00002808,WDR00003330,883da18d87fffff,ATM000776,2024-03-19T00:43:37,995.3,5785.0,True
CMP00002808,WDR00003331,883da11665fffff,ATM000027,2024-03-19T00:59:37,1066.51,6745.0,True
CMP00002808,WDR00003332,883da1140dfffff,ATM000401,2024-03-19T01:12:53,3092.81,7541.0,True
CMP00002808,WDR00003333,883da20a19fffff,ATM001152,2024-03-19T01:37:11,3736.17,8999.0,True
CMP00002809,WDR00003334,883cf2c709fffff,ATM000766,2024-04-07T16:26:03,3470.33,9697.0,True
CMP00002810,WDR00003335,883cf2c759fffff,ATM000049,2024-11-05T04:50:08,140359.13,2732.0,True
CMP00002811,,,,,,,False
CMP00002812,,,,,,,False
CMP00002813,WDR00003336,8842cea641fffff,ATM000967,2024-09-07T11:53:10,3563.75,1510.0,True
CMP00002813,WDR00003337,8842ceb593fffff,ATM000071,2024-09-07T12:11:50,6098.18,2630.0,True
CMP00002813,WDR00003338,883d8dcc21fffff,ATM000070,2024-09-07T12:28:46,10332.07,3646.0,True
CMP00002814,,,,,,,False
CMP00002815,WDR00003339,8842c47059fffff,ATM001428,2024-05-22T20:08:31,26393.45,1945.0,True
CMP00002815,WDR00003340,8842c47059fffff,ATM001428,2024-05-22T20:33:35,8166.36,3449.0,True
CMP00002816,WDR00003341,883d1642e5fffff,ATM001779,2024-10-12T14:44:14,83032.94,8021.0,True
CMP00002817,WDR00003342,8842ceb4b5fffff,ATM000510,2024-11-27T23:24:28,21283.48,12290.0,True
CMP00002818,WDR00003343,8861980001fffff,ATM001972,2024-03-27T00:44:17,102188.44,10516.0,True
CMP00002818,WDR00003344,88619ab4b9fffff,ATM001899,2024-03-27T00:52:11,198297.66,10990.0,True
CMP00002819,WDR00003345,883d8dcd55fffff,ATM001371,2024-06-10T03:02:06,841709.33,3175.0,True
CMP00002820,WDR00003346,8860322555fffff,ATM001858,2024-06-05T15:08:26,9258.36,3393.0,True
CMP00002821,WDR00003347,8842e81041fffff,ATM001576,2024-06-25T06:48:06,1785.74,3539.0,True
CMP00002821,WDR00003348,8842cdb6e9fffff,ATM001556,2024-06-25T07:13:09,568.43,5042.0,True
CMP00002821,WDR00003349,88608b56d3fffff,ATM001191,2024-06-25T07:20:15,2478.71,5468.0,True
CMP00002821,WDR00003350,88608b5699fffff,ATM001311,2024-06-25T07:39:01,444.07,6594.0,True
CMP00002822,WDR00003351,8860aac113fffff,ATM001427,2024-06-02T01:37:18,46854.59,1816.0,True
CMP00002823,WDR00003352,883cb24629fffff,ATM001985,2024-02-29T10:57:34,414423.02,15565.0,True
CMP00002824,WDR00003353,883d9d9b03fffff,ATM001859,2024-07-25T14:55:36,22291.14,494.0,True
CMP00002825,WDR00003354,883cf450d9fffff,ATM001805,2024-02-19T18:31:58,11827.54,2033.0,True
CMP00002826,WDR00003355,883da4173dfffff,ATM001434,2024-06-13T15:23:36,544.31,2690.0,True
CMP00002826,WDR00003356,883da4173dfffff,ATM001434,2024-06-13T15:32:20,296.34,3214.0,True
CMP00002827,WDR00003357,883c102d81fffff,ATM001754,2024-12-02T08:13:20,67097.9,1096.0,True
CMP00002827,WDR00003358,883da18cd3fffff,ATM001847,2024-12-02T08:41:01,36295.7,2757.0,True
CMP00002828,WDR00003359,883c865189fffff,ATM001457,2024-02-03T00:31:15,17202.61,15202.0,True
CMP00002829,WDR00003360,8860b4aa91fffff,ATM001477,2024-08-04T16:53:47,20876.48,2211.0,True
CMP00002830,,,,,,,False
CMP00002831,WDR00003361,88618b31e5fffff,ATM001703,2024-05-09T19:13:10,9065.57,8265.0,True
CMP00002831,WDR00003362,88618b31e5fffff,ATM001703,2024-05-09T19:27:46,65795.94,9141.0,True
CMP00002832,WDR00003363,88619b15b1fffff,ATM001769,2024-04-03T22:49:34,7323.42,2068.0,True
CMP00002833,WDR00003364,883d885569fffff,ATM001925,2024-11-18T01:56:30,21398.59,8404.0,True
CMP00002834,WDR00003365,8860b52c13fffff,ATM000196,2024-09-27T19:53:58,126600.04,3605.0,True
CMP00002835,WDR00003366,8860347953fffff,ATM001586,2024-11-07T09:07:36,62885.02,1100.0,True
CMP00002836,WDR00003367,883c334929fffff,ATM001670,2024-08-21T20:32:46,243882.16,1508.0,True
CMP00002837,WDR00003368,886081943dfffff,ATM001851,2024-07-11T03:56:39,102166.59,13009.0,True
CMP00002838,WDR00003369,8860aea297fffff,ATM001888,2024-06-04T11:46:38,137341.6,3448.0,True
CMP00002839,WDR00003370,886092d6c1fffff,ATM001484,2024-06-08T16:13:56,17265.68,3907.0,True
CMP00002839,WDR00003371,8860922951fffff,ATM001505,2024-06-08T16:27:32,7995.62,4723.0,True
CMP00002840,WDR00003372,883d8dcd6dfffff,ATM000155,2024-06-11T17:35:06,34363.96,5194.0,True
CMP00002841,WDR00003373,8860b52c99fffff,ATM000820,2024-06-08T13:58:03,3903.09,6230.0,True
CMP00002842,WDR00003374,88608b1811fffff,ATM000705,2024-02-19T20:48:00,7725.65,2037.0,True
CMP00002843,WDR00003375,883d85225dfffff,ATM001947,2024-09-16T19:00:47,123613.4,5398.0,True
CMP00002844,WDR00003376,883d859291fffff,ATM001815,2024-03-11T11:54:44,11671.27,8881.0,True
CMP00002844,WDR00003377,883d85225dfffff,ATM001947,2024-03-11T12:14:17,1946.37,10054.0,True
CMP00002845,WDR00003378,883cb25859fffff,ATM001577,2024-01-02T21:14:39,15639.66,11109.0,True
CMP00002846,WDR00003379,8860a25b37fffff,ATM000737,2024-09-24T14:44:24,3728.75,6979.0,True
CMP00002846,WDR00003380,8860a25865fffff,ATM000345,2024-09-24T14:54:48,11833.2,7603.0,True
CMP00002846,WDR00003381,8860a25b01fffff,ATM000047,2024-09-24T15:07:09,30797.53,8344.0,True
CMP00002846,WDR00003382,883cf450d9fffff,ATM001805,2024-09-24T15:15:06,17517.55,8821.0,True
CMP00002847,WDR00003383,886026d615fffff,ATM001791,2024-04-09T18:14:34,35825.29,2418.0,True
CMP00002848,WDR00003384,88425822adfffff,ATM001616,2024-08-15T12:39:49,52051.03,11027.0,True
CMP00002849,,,,,,,False
CMP00002850,WDR00003385,8860021297fffff,ATM001674,2024-10-01T20:26:49,851041.26,509.0,True
CMP00002851,WDR00003386,88425822adfffff,ATM001616,2024-05-19T19:57:18,38864.33,6133.0,True
CMP00002851,WDR00003387,8860885019fffff,ATM001093,2024-05-19T20:08:40,93856.38,6815.0,True
CMP00002851,WDR00003388,883d8dcdbbfffff,ATM000513,2024-05-19T20:38:04,96166.11,8579.0,True
CMP00002852,WDR00003389,88601535adfffff,ATM001502,2024-08-13T17:18:31,1709.07,6238.0,True
CMP00002852,WDR00003390,8860153545fffff,ATM001472,2024-08-13T17:39:55,682.91,7522.0,True
CMP00002852,WDR00003391,8860153545fffff,ATM001472,2024-08-13T17:48:02,1419.77,8009.0,True
CMP00002853,WDR00003392,88609a6ea3fffff,ATM001864,2024-07-20T14:03:22,230538.61,10483.0,True
CMP00002854,WDR00003393,886086b803fffff,ATM001713,2024-09-11T15:30:13,3030.06,9094.0,True
CMP00002855,WDR00003394,883c865189fffff,ATM001457,2024-01-12T10:43:41,98471.15,2377.0,True
CMP00002856,WDR00003395,883d8e1159fffff,ATM001979,2024-08-22T00:31:30,13279.29,2823.0,True
CMP00002857,WDR00003396,8861a958b3fffff,ATM001983,2024-04-07T19:22:41,224931.48,1012.0,True
CMP00002857,WDR00003397,8861a958b3fffff,ATM001983,2024-04-07T19:51:00,66663.22,2711.0,True
CMP00002858,,,,,,,False
CMP00002859,,,,,,,False
CMP00002860,WDR00003398,883da1025bfffff,ATM000593,2024-07-20T11:19:19,23098.52,5278.0,True
CMP00002861,WDR00003399,883d859291fffff,ATM001815,2024-02-01T11:37:31,41141.14,11140.0,True
CMP00002862,WDR00003400,8842eed161fffff,ATM001714,2024-12-11T22:49:03,4745.38,6679.0,True
CMP00002862,WDR00003401,8842eabb2dfffff,ATM001910,2024-12-11T23:02:07,2505.38,7463.0,True
CMP00002863,WDR00003402,883da20367fffff,ATM000990,2024-12-24T15:55:14,24292.27,13662.0,True
CMP00002864,WDR00003403,8860b13a87fffff,ATM001810,2024-09-19T19:07:32,3126.27,4862.0,True
CMP00002864,WDR00003404,8860b13a87fffff,ATM001810,2024-09-19T19:37:02,3291.35,6632.0,True
CMP00002864,WDR00003405,8860b13713fffff,ATM001479,2024-09-19T19:53:38,16104.03,7628.0,True
CMP00002865,WDR00003406,88609524a7fffff,ATM001867,2024-08-22T14:40:47,710136.65,9361.0,True
CMP00002866,,,,,,,False
CMP00002867,WDR00003407,883d86472bfffff,ATM001578,2024-08-13T20:39:18,138817.07,4885.0,True
CMP00002867,WDR00003408,883d86472bfffff,ATM001578,2024-08-13T20:44:50,37680.79,5217.0,True
CMP00002868,WDR00003409,8860b44123fffff,ATM001981,2024-01-24T01:20:38,80966.9,4430.0,True
CMP00002869,WDR00003410,88601182c1fffff,ATM001595,2024-12-19T11:30:35,516.77,4337.0,True
CMP00002869,WDR00003411,8860025abdfffff,ATM001809,2024-12-19T11:45:56,440.09,5258.0,True
CMP00002869,WDR00003412,88601420bbfffff,ATM001512,2024-12-19T12:09:26,898.81,6668.0,True
CMP00002869,WDR00003413,8860025abdfffff,ATM001809,2024-12-19T12:23:40,331.58,7522.0,True
CMP00002870,WDR00003414,8860922951fffff,ATM001505,2024-11-28T06:34:45,7930.42,1797.0,True
CMP00002871,WDR00003415,883c969a6bfffff,ATM001574,2024-03-27T21:50:24,4340.71,2299.0,True
CMP00002871,WDR00003416,883d8dcdcdfffff,ATM000706,2024-03-27T22:04:03,3680.62,3118.0,True
CMP00002872,WDR00003417,8842484425fffff,ATM001633,2024-08-05T23:24:29,61062.54,4025.0,True
CMP00002872,WDR00003418,8842484425fffff,ATM001633,2024-08-05T23:52:59,41660.36,5735.0,True
CMP00002873,,,,,,,False
CMP00002874,WDR00003419,88601420bbfffff,ATM001512,2024-10-21T18:21:53,26310.84,2777.0,True
CMP00002875,,,,,,,False
CMP00002876,WDR00003420,886095c191fffff,ATM001895,2024-02-18T15:08:38,1051.99,13847.0,True
CMP00002877,WDR00003421,886016a807fffff,ATM001491,2024-12-23T19:50:04,41703.39,2651.0,True
CMP00002878,WDR00003422,88608e99c3fffff,ATM001529,2024-10-16T12:28:40,135229.84,12275.0,True
CMP00002879,WDR00003423,883cf38b43fffff,ATM001885,2024-03-04T21:40:17,5836.44,2996.0,True
CMP00002880,WDR00003424,88608558d7fffff,ATM001582,2024-07-03T12:58:46,9013.16,1730.0,True
CMP00002881,WDR00003425,8861892751fffff,ATM000930,2024-04-19T22:20:37,6651.09,8863.0,True
CMP00002881,WDR00003426,88618961b9fffff,ATM001485,2024-04-19T22:45:36,4944.42,10362.0,True
CMP00002882,WDR00003427,883c16ae15fffff,ATM001763,2024-08-14T18:30:12,135014.04,1086.0,True
CMP00002883,WDR00003428,883d104555fffff,ATM001671,2024-02-14T15:49:24,25562.56,2358.0,True
CMP00002884,WDR00003429,8860b38c37fffff,ATM001460,2024-10-07T04:02:28,6584.19,366.0,True
CMP00002885,WDR00003430,8860b28311fffff,ATM001787,2024-02-04T13:02:37,8608.87,2734.0,True
CMP00002886,WDR00003431,8860b32439fffff,ATM001442,2024-06-08T02:10:10,11131.68,13439.0,True
CMP00002887,,,,,,,False
CMP00002888,WDR00003432,88619bda35fffff,ATM001926,2024-08-11T22:57:24,4736.06,1091.0,True
CMP00002888,WDR00003433,8860b4b561fffff,ATM001799,2024-08-11T23:18:33,5510.09,2360.0,True
CMP00002888,WDR00003434,8860b4b561fffff,ATM001799,2024-08-11T23:48:11,8244.22,4138.0,True
CMP00002889,,,,,,,False
CMP00002890,WDR00003435,883c12d461fffff,ATM001514,2024-12-02T14:21:25,11185.48,6549.0,True
CMP00002891,WDR00003436,883c81889dfffff,ATM001918,2024-08-10T08:10:24,96068.77,2684.0,True
CMP00002892,WDR00003437,88603378b3fffff,ATM001759,2024-02-09T01:34:13,1228.15,3339.0,True
CMP00002892,WDR00003438,88603378b3fffff,ATM001759,2024-02-09T01:47:01,2693.66,4107.0,True
CMP00002893,,,,,,,False
CMP00002894,WDR00003439,883ca966d7fffff,ATM001686,2024-02-11T12:53:44,171160.31,1272.0,True
CMP00002895,WDR00003440,883da04153fffff,ATM001602,2024-07-28T19:31:42,7949.98,639.0,True
CMP00002896,WDR00003441,883c126425fffff,ATM001856,2024-11-30T18:20:46,189257.03,790.0,True
CMP00002897,WDR00003442,8860a840cbfffff,ATM001667,2024-12-23T01:36:33,9431.51,3894.0,True
CMP00002897,WDR00003443,8860a840cbfffff,ATM001667,2024-12-23T01:41:45,2164.98,4206.0,True
CMP00002897,WDR00003444,8860a849b9fffff,ATM001452,2024-12-23T01:55:13,2523.68,5014.0,True
CMP00002897,WDR00003445,8860a849b9fffff,ATM001452,2024-12-23T02:05:54,826.53,5655.0,True
CMP00002898,WDR00003446,88424b4213fffff,ATM001766,2024-10-31T20:27:52,739.33,2169.0,True
CMP00002898,WDR00003447,8860aac113fffff,ATM001427,2024-10-31T20:50:38,1582.84,3535.0,True
CMP00002899,WDR00003448,8860a0caa7fffff,ATM001463,2024-08-27T15:34:06,70528.48,5361.0,True
CMP00002900,,,,,,,False
CMP00002901,WDR00003449,883d1aa0d7fffff,ATM001673,2024-09-23T15:48:54,20015.12,10493.0,True
CMP00002901,WDR00003450,883d1aa0d7fffff,ATM001673,2024-09-23T15:55:54,27332.44,10913.0,True
CMP00002902,WDR00003451,8860b525e3fffff,ATM001100,2024-11-28T13:16:34,11281.54,1042.0,True
CMP00002903,WDR00003452,883da114abfffff,ATM000802,2024-08-03T16:03:16,3399.69,9414.0,True
CMP00002904,WDR00003453,883c30a5d3fffff,ATM001980,2024-08-04T06:16:42,9197.68,2605.0,True
CMP00002904,WDR00003454,883c30a5d3fffff,ATM001980,2024-08-04T06:26:12,4122.32,3175.0,True
CMP00002905,,,,,,,False
CMP00002906,WDR00003455,886030d54dfffff,ATM001559,2024-02-29T17:45:17,323.48,4712.0,True
CMP00002906,WDR00003456,886030d54dfffff,ATM001559,2024-02-29T18:08:25,13078.96,6100.0,True
CMP00002907,WDR00003457,883daeb025fffff,ATM001414,2024-10-06T11:03:03,44784.91,1033.0,True
CMP00002908,,,,,,,False
CMP00002909,WDR00003458,883da11463fffff,ATM000959,2024-10-09T21:20:37,17784.71,1619.0,True
CMP00002910,WDR00003459,883d918e23fffff,ATM001908,2024-03-20T01:20:37,12628.11,2887.0,True
CMP00002911,WDR00003460,883d1aa0d7fffff,ATM001673,2024-11-13T12:37:35,39099.82,6378.0,True
CMP00002911,WDR00003461,883d1aa0d7fffff,ATM001673,2024-11-13T12:54:52,10594.49,7415.0,True
CMP00002912,WDR00003462,883da886bbfffff,ATM001848,2024-09-02T19:56:52,57120.43,2390.0,True
CMP00002913,WDR00003463,8860122813fffff,ATM001794,2024-06-23T20:14:16,21335.25,4238.0,True
CMP00002913,WDR00003464,8860122813fffff,ATM001794,2024-06-23T20:35:27,11038.76,5509.0,True
CMP00002914,WDR00003465,883c81889dfffff,ATM001918,2024-04-23T02:46:58,3886.5,5093.0,True
CMP00002915,WDR00003466,8860145b05fffff,ATM001359,2024-12-05T10:08:23,13837.29,12433.0,True
CMP00002916,WDR00003467,883da1b9e1fffff,ATM000810,2024-11-19T21:30:03,121306.55,3754.0,True
CMP00002917,WDR00003468,883da102ddfffff,ATM001322,2024-10-30T23:48:39,2968.55,5115.0,True
CMP00002917,WDR00003469,883cf2c647fffff,ATM000849,2024-10-31T00:02:31,2343.52,5947.0,True
CMP00002918,WDR00003470,8842e81041fffff,ATM001576,2024-11-20T20:53:30,23923.14,3220.0,True
CMP00002918,WDR00003471,8842e81041fffff,ATM001576,2024-11-20T21:18:17,873.6,4707.0,True
CMP00002919,WDR00003472,886096ca93fffff,ATM001409,2024-10-08T16:19:28,593.73,2876.0,True
CMP00002919,WDR00003473,886096ca93fffff,ATM001409,2024-10-08T16:49:10,311.92,4658.0,True
CMP00002920,WDR00003474,8860145a61fffff,ATM000682,2024-11-11T19:29:18,761.06,7014.0,True
CMP00002920,WDR00003475,8860145a61fffff,ATM000682,2024-11-11T19:54:57,51225.75,8553.0,True
CMP00002920,WDR00003476,8860140049fffff,ATM001690,2024-11-11T20:17:23,31156.58,9899.0,True
CMP00002921,WDR00003477,8860a38d97fffff,ATM001619,2024-10-19T21:05:44,557.69,10193.0,True
CMP00002921,WDR00003478,8860a38d97fffff,ATM001619,2024-10-19T21:26:12,128.01,11421.0,True
CMP00002922,WDR00003479,8860b34e91fffff,ATM001949,2024-07-29T11:15:21,30370.17,12847.0,True
CMP00002923,WDR00003480,8860a228cdfffff,ATM001553,2024-01-02T19:39:55,59955.65,1418.0,True
CMP00002924,WDR00003481,883d89b8d3fffff,ATM001643,2024-05-08T20:45:53,331730.58,3225.0,True
CMP00002925,WDR00003482,883da114abfffff,ATM000802,2024-08-30T07:34:14,789.39,6615.0,True
CMP00002925,WDR00003483,883da1bb31fffff,ATM000133,2024-08-30T07:46:56,5308.38,7377.0,True
CMP00002925,WDR00003484,883da114e5fffff,ATM000665,2024-08-30T08:14:27,5071.65,9028.0,True
CMP00002925,WDR00003485,883da18539fffff,ATM000722,2024-08-30T08:26:09,4583.5,9730.0,True
CMP00002926,,,,,,,False
CMP00002927,WDR00003486,883da11401fffff,ATM000319,2024-12-31T17:37:54,1846.08,5383.0,True
CMP00002927,WDR00003487,8860adb98dfffff,ATM001921,2024-12-31T17:56:42,26490.48,6511.0,True
CMP00002927,WDR00003488,883da11095fffff,ATM000381,2024-12-31T18:20:25,29788.97,7934.0,True
CMP00002928,,,,,,,False
CMP00002929,WDR00003489,883cf450d9fffff,ATM001805,2024-07-10T22:59:35,5404.14,5933.0,True
CMP00002930,WDR00003490,8860152683fffff,ATM001836,2024-10-27T17:36:40,266243.22,2237.0,True
CMP00002931,,,,,,,False
CMP00002932,WDR00003491,88609a6ea3fffff,ATM001864,2024-09-04T16:26:47,5569.4,711.0,True
CMP00002933,WDR00003492,883d86472bfffff,ATM001578,2024-01-21T21:28:46,10477.99,639.0,True
CMP00002934,WDR00003493,883da1146bfffff,ATM000884,2024-05-04T11:31:57,29774.59,1736.0,True
CMP00002935,WDR00003494,8860988e29fffff,ATM001740,2024-04-20T09:36:43,21359.9,4238.0,True
CMP00002935,WDR00003495,8860988e29fffff,ATM001740,2024-04-20T09:54:38,25126.91,5313.0,True
CMP00002935,WDR00003496,8860988e29fffff,ATM001740,2024-04-20T10:24:27,4494.55,7102.0,True
CMP00002935,WDR00003497,8860988e29fffff,ATM001740,2024-04-20T10:52:27,1282.92,8782.0,True
CMP00002936,,,,,,,False
CMP00002937,WDR00003498,883d32806dfffff,ATM001878,2024-09-22T16:53:50,3454.96,2169.0,True
