atm_id,latitude,longitude,state,city,h3_cell_res8,h3_cell_res9,source
ATM000497,22.565485,88.367796,West Bengal,Kolkata,883cf2c60dfffff,893cf2c60cfffff,SYNTHETIC_REFERENCE
ATM000498,19.105394,72.852302,Maharashtra,Mumbai,88608b094dfffff,89608b094cbffff,SYNTHETIC_REFERENCE
ATM000499,26.847523,80.947857,Uttar Pradesh,Lucknow,883d8dcd55fffff,893d8dcd557ffff,SYNTHETIC_REFERENCE
ATM000500,26.824838,80.914633,Uttar Pradesh,Lucknow,883d8dcd6dfffff,893d8dcd6d3ffff,SYNTHETIC_REFERENCE
ATM000501,18.518198,73.859969,Maharashtra,Pune,8860885015fffff,89608850147ffff,SYNTHETIC_REFERENCE
ATM000502,22.556058,88.375704,West Bengal,Kolkata,883cf2c62bfffff,893cf2c62b7ffff,SYNTHETIC_REFERENCE
ATM000503,17.360356,78.434604,Maharashtra,Hyderabad,8860a2585dfffff,8960a2585d7ffff,SYNTHETIC_REFERENCE
ATM000504,26.906177,75.794445,Rajasthan,Jaipur,883da218e3fffff,893da218e27ffff,SYNTHETIC_REFERENCE
ATM000505,18.547103,73.854847,Maharashtra,Pune,88608851ddfffff,89608851dc3ffff,SYNTHETIC_REFERENCE
ATM000506,28.609712,77.197043,Uttar Pradesh,Delhi,883da11465fffff,893da114647ffff,SYNTHETIC_REFERENCE
ATM000507,26.846001,80.947102,Uttar Pradesh,Lucknow,883d8dcd55fffff,893d8dcd553ffff,SYNTHETIC_REFERENCE
ATM000508,26.792605,75.782409,Rajasthan,Jaipur,883da254d9fffff,893da254d83ffff,SYNTHETIC_REFERENCE
ATM000509,26.845933,80.948065,Uttar Pradesh,Lucknow,883d8dcd55fffff,893d8dcd543ffff,SYNTHETIC_REFERENCE
ATM000510,23.044638,72.575631,Rajasthan,Ahmedabad,8842ceb4b5fffff,8942ceb4b57ffff,SYNTHETIC_REFERENCE
ATM000511,18.520569,73.857945,Maharashtra,Pune,8860885017fffff,896088503b7ffff,SYNTHETIC_REFERENCE
ATM000512,13.084291,80.23608,Tamil Nadu,Chennai,88618c4d6dfffff,89618c4d6c7ffff,SYNTHETIC_REFERENCE
ATM000513,26.826797,81.03696,Uttar Pradesh,Lucknow,883d8dcdbbfffff,893d8dcdbbbffff,SYNTHETIC_REFERENCE
ATM000514,26.995608,75.870862,Rajasthan,Jaipur,883da20223fffff,893da20222fffff,SYNTHETIC_REFERENCE
ATM000515,18.998942,73.069824,Maharashtra,Mumbai,88608bce35fffff,89608bce343ffff,SYNTHETIC_REFERENCE
ATM000516,18.95035,72.777598,Maharashtra,Mumbai,88608b011bfffff,89608b011bbffff,SYNTHETIC_REFERENCE
ATM000517,17.405274,78.484859,Maharashtra,Hyderabad,8860a25b23fffff,8960a25b237ffff,SYNTHETIC_REFERENCE
ATM000518,26.929205,75.782193,Rajasthan,Jaipur,883da218c1fffff,893da218c17ffff,SYNTHETIC_REFERENCE
ATM000519,26.835753,80.958042,Uttar Pradesh,Lucknow,883d8dcd03fffff,893d8dcd0afffff,SYNTHETIC_REFERENCE
ATM000520,28.60189,77.205328,Uttar Pradesh,Delhi,883da1142dfffff,893da1142dbffff,SYNTHETIC_REFERENCE
ATM000521,22.533318,88.34892,West Bengal,Kolkata,883cf2c757fffff,893cf2c7577ffff,SYNTHETIC_REFERENCE
ATM000522,17.393025,78.374755,Maharashtra,Hyderabad,8860a25885fffff,8960a25884bffff,SYNTHETIC_REFERENCE
ATM000523,26.834959,80.9523,Uttar Pradesh,Lucknow,883d8dcd0bfffff,893d8dcd0abffff,SYNTHETIC_REFERENCE
ATM000524,26.911544,75.795707,Rajasthan,Jaipur,883da2188dfffff,893da2188cfffff,SYNTHETIC_REFERENCE
ATM000525,26.926087,75.792986,Rajasthan,Jaipur,883da218c3fffff,893da218c23ffff,SYNTHETIC_REFERENCE
ATM000526,13.059792,80.456275,Unknown,Chennai,88618e96c3fffff,89618e96c27ffff,SYNTHETIC_REFERENCE
ATM000527,13.061502,80.261627,Tamil Nadu,Chennai,88618c48d7fffff,89618c48d73ffff,SYNTHETIC_REFERENCE
ATM000528,12.964147,77.589539,Karnataka,Bangalore,88618925b5fffff,89618925b43ffff,SYNTHETIC_REFERENCE
ATM000529,18.993003,72.910214,Maharashtra,Mumbai,88608b1823fffff,89608b1823bffff,SYNTHETIC_REFERENCE
ATM000530,26.893583,75.788443,Rajasthan,Jaipur,883da218adfffff,893da218ad3ffff,SYNTHETIC_REFERENCE
ATM000531,26.988224,75.783694,Rajasthan,Jaipur,883da211adfffff,893da211acfffff,SYNTHETIC_REFERENCE
ATM000532,26.82538,80.923249,Uttar Pradesh,Lucknow,883d8dcd61fffff,893d8dcd613ffff,SYNTHETIC_REFERENCE
ATM000533,26.841135,80.940776,Uttar Pradesh,Lucknow,883d8dcd43fffff,893d8dcd093ffff,SYNTHETIC_REFERENCE
ATM000534,22.571284,88.365439,West Bengal,Kolkata,883cf2c60dfffff,893cf2c60d7ffff,SYNTHETIC_REFERENCE
ATM000535,22.98824,72.576849,Gujarat,Ahmedabad,8842cea751fffff,8942cea7507ffff,SYNTHETIC_REFERENCE
ATM000536,26.863649,81.079604,Uttar Pradesh,Lucknow,883d8d5659fffff,893d8d5658bffff,SYNTHETIC_REFERENCE
ATM000537,26.950769,75.759199,Rajasthan,Jaipur,883da21a85fffff,893da21a85bffff,SYNTHETIC_REFERENCE
ATM000538,12.852509,77.567893,Karnataka,Bangalore,8860145365fffff,89601453643ffff,SYNTHETIC_REFERENCE
ATM000539,13.140419,80.333293,Unknown,Chennai,88618c49edfffff,89618c49337ffff,SYNTHETIC_REFERENCE
ATM000540,28.697777,77.304218,Uttar Pradesh,Delhi,883da1ab4bfffff,893da1ab4abffff,SYNTHETIC_REFERENCE
ATM000541,26.834858,81.030321,Uttar Pradesh,Lucknow,883d8dcd95fffff,893d8dcd95bffff,SYNTHETIC_REFERENCE
ATM000542,18.526793,73.854372,Maharashtra,Pune,88608850edfffff,89608850edbffff,SYNTHETIC_REFERENCE
ATM000543,12.741183,77.650589,Karnataka,Bangalore,886014cb07fffff,896014cb06fffff,SYNTHETIC_REFERENCE
ATM000544,18.431024,73.866818,Maharashtra,Pune,886088cd31fffff,896088cd3c7ffff,SYNTHETIC_REFERENCE
ATM000545,18.502066,73.845208,Maharashtra,Pune,88608850cdfffff,89608850cc7ffff,SYNTHETIC_REFERENCE
ATM000546,17.381967,78.500898,Maharashtra,Hyderabad,8860a25b47fffff,8960a25b46fffff,SYNTHETIC_REFERENCE
ATM000547,28.616709,77.167446,Uttar Pradesh,Delhi,883da11739fffff,893da117397ffff,SYNTHETIC_REFERENCE
ATM000548,18.489627,73.854727,Maharashtra,Pune,88608852a1fffff,89608852a03ffff,SYNTHETIC_REFERENCE
ATM000549,22.47734,88.309333,West Bengal,Kolkata,883cf2c0d7fffff,893cf2c0d7bffff,SYNTHETIC_REFERENCE
ATM000550,23.046343,72.567915,Rajasthan,Ahmedabad,8842ceb4bdfffff,8942ceb4bdbffff,SYNTHETIC_REFERENCE
ATM000551,22.609482,88.289403,West Bengal,Kolkata,883cf2d43dfffff,893cf2d43d7ffff,SYNTHETIC_REFERENCE
ATM000552,26.811495,75.730877,Rajasthan,Jaipur,883da256ebfffff,893da256ea7ffff,SYNTHETIC_REFERENCE
ATM000553,22.574909,88.37043,West Bengal,Kolkata,883cf2c609fffff,893cf2c6083ffff,SYNTHETIC_REFERENCE
ATM000554,22.591943,88.337193,West Bengal,Kolkata,883cf2d4a5fffff,893cf2d4a47ffff,SYNTHETIC_REFERENCE
ATM000555,26.957974,75.713117,Rajasthan,Jaipur,883da21a15fffff,893da21a153ffff,SYNTHETIC_REFERENCE
ATM000556,13.190051,80.315489,Unknown,Chennai,88618e86b9fffff,89618e86b87ffff,SYNTHETIC_REFERENCE
ATM000557,28.563327,77.228432,Uttar Pradesh,Delhi,883da115edfffff,893da115e53ffff,SYNTHETIC_REFERENCE
ATM000558,18.91195,72.700909,Maharashtra,Mumbai,88608b00b9fffff,89608b00b97ffff,SYNTHETIC_REFERENCE
ATM000559,23.05189,72.574789,Rajasthan,Ahmedabad,8842ceb4b9fffff,8942ceb4b8bffff,SYNTHETIC_REFERENCE
ATM000560,18.498027,73.800834,Maharashtra,Pune,886088509bfffff,896088509b3ffff,SYNTHETIC_REFERENCE
ATM000561,23.020709,72.564409,Rajasthan,Ahmedabad,8842ceb593fffff,8942ceb5923ffff,SYNTHETIC_REFERENCE
ATM000562,12.963874,77.619999,Karnataka,Bangalore,8861892edbfffff,89618925adbffff,SYNTHETIC_REFERENCE
ATM000563,28.622205,77.182748,Uttar Pradesh,Delhi,883da11717fffff,893da117163ffff,SYNTHETIC_REFERENCE
ATM000564,19.145311,73.168978,Maharashtra,Mumbai,88608bc9abfffff,89608bc9ab3ffff,SYNTHETIC_REFERENCE
ATM000565,17.654076,78.502718,Maharashtra,Hyderabad,8860b1823bfffff,8960b1823afffff,SYNTHETIC_REFERENCE
ATM000566,22.530832,88.271781,West Bengal,Kolkata,883cf2c2d5fffff,893cf2c2d5bffff,SYNTHETIC_REFERENCE
ATM000567,17.384761,78.48787,Maharashtra,Hyderabad,8860a25b01fffff,8960a25b007ffff,SYNTHETIC_REFERENCE
ATM000568,13.075626,80.170872,Tamil Nadu,Chennai,88618c4de9fffff,89618c4de97ffff,SYNTHETIC_REFERENCE
ATM000569,26.846669,80.940803,Uttar Pradesh,Lucknow,883d8dcd43fffff,893d8dcd437ffff,SYNTHETIC_REFERENCE
ATM000570,17.38689,78.395086,Maharashtra,Hyderabad,8860a258e9fffff,8960a258e8bffff,SYNTHETIC_REFERENCE
ATM000571,22.530434,88.292814,West Bengal,Kolkata,883cf2c299fffff,893cf2c2983ffff,SYNTHETIC_REFERENCE
ATM000572,23.047211,72.53277,Rajasthan,Ahmedabad,8842ceb4e5fffff,8942ceb4e57ffff,SYNTHETIC_REFERENCE
ATM000573,17.419,78.509174,Maharashtra,Hyderabad,8860b52cd3fffff,8960b52cd2bffff,SYNTHETIC_REFERENCE
ATM000574,18.540769,73.868624,Maharashtra,Pune,8860885035fffff,89608850343ffff,SYNTHETIC_REFERENCE
ATM000575,26.909952,75.788516,Rajasthan,Jaipur,883da218e3fffff,893da218eafffff,SYNTHETIC_REFERENCE
ATM000576,26.84454,80.950854,Uttar Pradesh,Lucknow,883d8dcd55fffff,893d8dcd54fffff,SYNTHETIC_REFERENCE
ATM000577,28.693027,76.974052,Rajasthan,Delhi,883da18f65fffff,893da18f653ffff,SYNTHETIC_REFERENCE
ATM000578,26.947206,81.00186,Uttar Pradesh,Lucknow,883d8dcec3fffff,893d8dcec33ffff,SYNTHETIC_REFERENCE
ATM000579,13.064002,80.267215,Tamil Nadu,Chennai,88618c48d5fffff,89618c48d4bffff,SYNTHETIC_REFERENCE
ATM000580,13.00883,77.613817,Karnataka,Bangalore,8861892eb1fffff,8961892eb0fffff,SYNTHETIC_REFERENCE
ATM000581,13.10127,80.204696,Tamil Nadu,Chennai,88618c4d23fffff,89618c4d223ffff,SYNTHETIC_REFERENCE
ATM000582,26.849586,80.947946,Uttar Pradesh,Lucknow,883d8dcd5dfffff,893d8dcd5cfffff,SYNTHETIC_REFERENCE
ATM000583,13.067542,80.281098,Tamil Nadu,Chennai,88618c48c7fffff,89618c48c77ffff,SYNTHETIC_REFERENCE
ATM000584,17.387182,78.507576,Maharashtra,Hyderabad,8860a25b6bfffff,8960a25b6a3ffff,SYNTHETIC_REFERENCE
ATM000585,18.559224,73.738571,Maharashtra,Pune,8860884281fffff,89608842813ffff,SYNTHETIC_REFERENCE
ATM000586,12.854774,77.675639,Karnataka,Bangalore,8861892667fffff,896189262d3ffff,SYNTHETIC_REFERENCE
ATM000587,19.050756,72.933405,Maharashtra,Mumbai,88608b56c9fffff,89608b56c8bffff,SYNTHETIC_REFERENCE
ATM000588,28.62549,77.295246,Uttar Pradesh,Delhi,883da11487fffff,893da114877ffff,SYNTHETIC_REFERENCE
ATM000589,28.682646,77.198612,Uttar Pradesh,Delhi,883da1161dfffff,893da1161d7ffff,SYNTHETIC_REFERENCE
ATM000590,28.565034,77.278343,Uttar Pradesh,Delhi,883da115b1fffff,893da115b13ffff,SYNTHETIC_REFERENCE
ATM000591,28.731706,77.339623,Uttar Pradesh,Delhi,883da1aa0dfffff,893da1aa0dbffff,SYNTHETIC_REFERENCE
ATM000592,18.493206,73.856452,Maharashtra,Pune,88608852a5fffff,89608852a0bffff,SYNTHETIC_REFERENCE
ATM000593,28.551042,77.166059,Uttar Pradesh,Delhi,883da1025bfffff,893da1025b3ffff,SYNTHETIC_REFERENCE
ATM000594,17.446858,78.51839,Maharashtra,Hyderabad,8860b52c87fffff,8960b52c863ffff,SYNTHETIC_REFERENCE
ATM000595,26.914279,75.83737,Rajasthan,Jaipur,883da2016dfffff,893da2016d7ffff,SYNTHETIC_REFERENCE
ATM000596,13.121654,80.189039,Tamil Nadu,Chennai,88618eb2c7fffff,89618eb2c67ffff,SYNTHETIC_REFERENCE
ATM000597,18.488796,73.845733,Maharashtra,Pune,88608852a3fffff,89608852a23ffff,SYNTHETIC_REFERENCE
ATM000598,28.683683,77.308561,Uttar Pradesh,Delhi,883da1ab0dfffff,893da1ab0d3ffff,SYNTHETIC_REFERENCE
ATM000599,28.607107,77.267017,Uttar Pradesh,Delhi,883da115dbfffff,893da115da3ffff,SYNTHETIC_REFERENCE
ATM000600,19.073242,72.891341,Maharashtra,Mumbai,88608b56bbfffff,89608b56bb7ffff,SYNTHETIC_REFERENCE
ATM000601,28.611129,77.205536,Uttar Pradesh,Delhi,883da11467fffff,893da114677ffff,SYNTHETIC_REFERENCE
ATM000602,12.971805,77.570517,Karnataka,Bangalore,8860145b51fffff,8960145b503ffff,SYNTHETIC_REFERENCE
ATM000603,28.667574,77.209052,Uttar Pradesh,Delhi,883da1163bfffff,893da1163a3ffff,SYNTHETIC_REFERENCE
ATM000604,19.103784,72.886913,Maharashtra,Mumbai,88608b54d5fffff,89608b54d5bffff,SYNTHETIC_REFERENCE
ATM000605,28.612706,77.20368,Uttar Pradesh,Delhi,883da11467fffff,893da114677ffff,SYNTHETIC_REFERENCE
ATM000606,13.08311,80.269821,Tamil Nadu,Chennai,88618c4885fffff,89618c48847ffff,SYNTHETIC_REFERENCE
ATM000607,12.973614,77.676983,Karnataka,Bangalore,8861892e53fffff,8961892e52fffff,SYNTHETIC_REFERENCE
ATM000608,17.382397,78.493168,Maharashtra,Hyderabad,8860a25b09fffff,8960a25b013ffff,SYNTHETIC_REFERENCE
ATM000609,22.56215,88.378161,West Bengal,Kolkata,883cf2c607fffff,893cf2c6073ffff,SYNTHETIC_REFERENCE
ATM000610,18.529289,73.84213,Maharashtra,Pune,88608850e7fffff,89608850e73ffff,SYNTHETIC_REFERENCE
ATM000611,19.124395,72.67286,Maharashtra,Mumbai,88608b72adfffff,89608b72ad3ffff,SYNTHETIC_REFERENCE
ATM000612,22.924089,72.618458,Gujarat,Ahmedabad,8842cea503fffff,8942cea503bffff,SYNTHETIC_REFERENCE
ATM000613,18.412825,73.966783,Maharashtra,Pune,886088c813fffff,896088c8133ffff,SYNTHETIC_REFERENCE
ATM000614,19.164354,72.936745,Maharashtra,Mumbai,88608b5513fffff,89608b55c5bffff,SYNTHETIC_REFERENCE
ATM000615,26.89439,75.787768,Rajasthan,Jaipur,883da218adfffff,893da218ad3ffff,SYNTHETIC_REFERENCE
ATM000616,26.817614,80.910707,Uttar Pradesh,Lucknow,883d8dc8b3fffff,893d8dc8b37ffff,SYNTHETIC_REFERENCE
ATM000617,19.092403,72.878476,Maharashtra,Mumbai,88608b54d1fffff,89608b54d17ffff,SYNTHETIC_REFERENCE
ATM000618,12.956872,77.528346,Karnataka,Bangalore,8860145a31fffff,8960145a303ffff,SYNTHETIC_REFERENCE
ATM000619,26.96227,75.774788,Rajasthan,Jaipur,883da21a83fffff,893da21a823ffff,SYNTHETIC_REFERENCE
ATM000620,23.074875,72.552988,Rajasthan,Ahmedabad,8842ceb4d5fffff,8942ceb4d53ffff,SYNTHETIC_REFERENCE
ATM000621,28.611522,77.218065,Uttar Pradesh,Delhi,883da1142bfffff,893da114287ffff,SYNTHETIC_REFERENCE
ATM000622,12.984291,77.531766,Karnataka,Bangalore,8860145845fffff,89601458447ffff,SYNTHETIC_REFERENCE
ATM000623,17.410516,78.495352,Maharashtra,Hyderabad,8860a25b21fffff,8960a25b20bffff,SYNTHETIC_REFERENCE
ATM000624,13.119034,80.259705,Tamil Nadu,Chennai,88618eb245fffff,89618eb2457ffff,SYNTHETIC_REFERENCE
ATM000625,18.494933,73.86889,Maharashtra,Pune,8860885053fffff,89608850533ffff,SYNTHETIC_REFERENCE
ATM000626,17.392038,78.514908,Maharashtra,Hyderabad,8860a25b61fffff,8960a25b613ffff,SYNTHETIC_REFERENCE
ATM000627,13.081018,80.272172,Tamil Nadu,Chennai,88618c4885fffff,89618c48857ffff,SYNTHETIC_REFERENCE
ATM000628,23.025665,72.544869,Rajasthan,Ahmedabad,8842ceb5d7fffff,8942ceb5d67ffff,SYNTHETIC_REFERENCE
ATM000629,19.150758,72.715708,Maharashtra,Mumbai,88608b7313fffff,89608b7313bffff,SYNTHETIC_REFERENCE
ATM000630,12.987172,77.657955,Karnataka,Bangalore,8861892ec5fffff,8961892ec5bffff,SYNTHETIC_REFERENCE
ATM000631,22.92915,72.588941,Gujarat,Ahmedabad,8842cea545fffff,8942cea5443ffff,SYNTHETIC_REFERENCE
ATM000632,26.920693,75.831587,Rajasthan,Jaipur,883da21897fffff,893da218977ffff,SYNTHETIC_REFERENCE
ATM000633,22.558297,88.351202,West Bengal,Kolkata,883cf2c661fffff,893cf2c660bffff,SYNTHETIC_REFERENCE
ATM000634,22.610156,88.410578,West Bengal,Kolkata,883cf28907fffff,893cf28907bffff,SYNTHETIC_REFERENCE
ATM000635,28.611968,77.176743,Uttar Pradesh,Delhi,883da1173bfffff,893da1173bbffff,SYNTHETIC_REFERENCE
ATM000636,13.066369,80.248036,Tamil Nadu,Chennai,88618c4891fffff,89618c48913ffff,SYNTHETIC_REFERENCE
ATM000637,22.570256,88.351377,West Bengal,Kolkata,883cf2c66bfffff,893cf2c66b3ffff,SYNTHETIC_REFERENCE
ATM000638,12.987653,77.580748,Karnataka,Bangalore,8860145b09fffff,8960145b09bffff,SYNTHETIC_REFERENCE
ATM000639,12.969583,77.596716,Karnataka,Bangalore,8860145b49fffff,8960145b493ffff,SYNTHETIC_REFERENCE
ATM000640,17.418208,78.516348,Maharashtra,Hyderabad,8860b52cd1fffff,8960b52cd0fffff,SYNTHETIC_REFERENCE
ATM000641,19.058116,73.048493,Maharashtra,Mumbai,88608bcdc9fffff,89608bcdc9bffff,SYNTHETIC_REFERENCE
ATM000642,17.413419,78.489757,Maharashtra,Hyderabad,8860a25b27fffff,8960a25b277ffff,SYNTHETIC_REFERENCE
ATM000643,12.97139,77.595023,Karnataka,Bangalore,8860145b49fffff,8960145b483ffff,SYNTHETIC_REFERENCE
ATM000644,17.407695,78.510594,Maharashtra,Hyderabad,8860b52cdbfffff,8960b52cda7ffff,SYNTHETIC_REFERENCE
ATM000645,28.575262,77.21098,Uttar Pradesh,Delhi,883da11515fffff,893da115157ffff,SYNTHETIC_REFERENCE
ATM000646,26.880122,75.779962,Rajasthan,Jaipur,883da219d1fffff,893da219d73ffff,SYNTHETIC_REFERENCE
ATM000647,22.606557,88.366269,West Bengal,Kolkata,883cf2d4b1fffff,893cf2d4b07ffff,SYNTHETIC_REFERENCE
ATM000648,18.552015,73.849118,Maharashtra,Pune,88608851d5fffff,89608851d47ffff,SYNTHETIC_REFERENCE
ATM000649,23.015618,72.554617,Rajasthan,Ahmedabad,8842ceb591fffff,8942ceb590bffff,SYNTHETIC_REFERENCE
ATM000650,13.094999,80.188898,Tamil Nadu,Chennai,88618c4d31fffff,89618c4d30fffff,SYNTHETIC_REFERENCE
ATM000651,18.7439,72.830698,Maharashtra,Mumbai,88608b8da5fffff,89608b8da47ffff,SYNTHETIC_REFERENCE
ATM000652,22.573649,88.364708,West Bengal,Kolkata,883cf2c647fffff,893cf2c646fffff,SYNTHETIC_REFERENCE
ATM000653,22.584206,88.268699,West Bengal,Kolkata,883cf2d51bfffff,893cf2d51bbffff,SYNTHETIC_REFERENCE
ATM000654,23.033094,72.581327,Rajasthan,Ahmedabad,8842cea64bfffff,8942cea64abffff,SYNTHETIC_REFERENCE
ATM000655,13.101598,80.272114,Tamil Nadu,Chennai,88618c48a1fffff,89618c48a0fffff,SYNTHETIC_REFERENCE
ATM000656,28.621915,77.14743,Uttar Pradesh,Delhi,883da11709fffff,893da11708bffff,SYNTHETIC_REFERENCE
ATM000657,12.955909,77.617309,Karnataka,Bangalore,88618925e7fffff,89618925e67ffff,SYNTHETIC_REFERENCE
ATM000658,17.406343,78.48719,Maharashtra,Hyderabad,8860a25b23fffff,8960a25b237ffff,SYNTHETIC_REFERENCE
ATM000659,18.420516,73.71915,Maharashtra,Pune,88608856e3fffff,89608856e2bffff,SYNTHETIC_REFERENCE
ATM000660,22.573737,88.362857,West Bengal,Kolkata,883cf2c647fffff,893cf2c646fffff,SYNTHETIC_REFERENCE
ATM000661,17.458579,78.42991,Maharashtra,Hyderabad,8860b196d9fffff,8960b196d87ffff,SYNTHETIC_REFERENCE
ATM000662,26.851175,80.922781,Uttar Pradesh,Lucknow,883d8dcd49fffff,893d8dcd493ffff,SYNTHETIC_REFERENCE
ATM000663,18.507008,73.867219,Maharashtra,Pune,886088501dfffff,896088501d7ffff,SYNTHETIC_REFERENCE
ATM000664,12.986212,77.600387,Karnataka,Bangalore,8861892e93fffff,8961892e927ffff,SYNTHETIC_REFERENCE
ATM000665,28.615057,77.265421,Uttar Pradesh,Delhi,883da114e5fffff,893da114e47ffff,SYNTHETIC_REFERENCE
ATM000666,28.613228,77.154253,Uttar Pradesh,Delhi,883da11707fffff,893da117073ffff,SYNTHETIC_REFERENCE
ATM000667,13.149167,77.663149,Karnataka,Bangalore,8860169281fffff,89601692807ffff,SYNTHETIC_REFERENCE
ATM000668,28.721758,77.162814,Uttar Pradesh,Delhi,883da18c95fffff,893da18c953ffff,SYNTHETIC_REFERENCE
ATM000669,28.672776,77.205348,Uttar Pradesh,Delhi,883da11615fffff,893da116147ffff,SYNTHETIC_REFERENCE
ATM000670,12.97658,77.59288,Karnataka,Bangalore,8860145b41fffff,8960145b413ffff,SYNTHETIC_REFERENCE
ATM000671,28.601296,77.225274,Uttar Pradesh,Delhi,883da11423fffff,893da11423bffff,SYNTHETIC_REFERENCE
ATM000672,26.91382,75.792765,Rajasthan,Jaipur,883da2188dfffff,893da2188c3ffff,SYNTHETIC_REFERENCE
ATM000673,18.977883,72.777503,Maharashtra,Mumbai,88608b0133fffff,89608b0133bffff,SYNTHETIC_REFERENCE
ATM000674,22.565449,88.359617,West Bengal,Kolkata,883cf2c66bfffff,893cf2c66afffff,SYNTHETIC_REFERENCE
ATM000675,13.103406,80.218158,Tamil Nadu,Chennai,88618c4d2dfffff,89618c4d2cfffff,SYNTHETIC_REFERENCE
ATM000676,26.816254,80.976183,Uttar Pradesh,Lucknow,883d8dcd33fffff,893d8dcd32bffff,SYNTHETIC_REFERENCE
ATM000677,28.612029,77.245036,Uttar Pradesh,Delhi,883da11431fffff,893da114307ffff,SYNTHETIC_REFERENCE
ATM000678,17.402852,78.476328,Maharashtra,Hyderabad,8860a25b31fffff,8960a25b31bffff,SYNTHETIC_REFERENCE
ATM000679,26.769048,80.963673,Uttar Pradesh,Lucknow,883d8d52e7fffff,893d8d52e63ffff,SYNTHETIC_REFERENCE
ATM000680,26.911394,75.784503,Rajasthan,Jaipur,883da218ebfffff,893da218ea3ffff,SYNTHETIC_REFERENCE
ATM000681,26.91217,75.787253,Rajasthan,Jaipur,883da218ebfffff,893da218eafffff,SYNTHETIC_REFERENCE
ATM000682,12.947815,77.567262,Karnataka,Bangalore,8860145a61fffff,8960145a613ffff,SYNTHETIC_REFERENCE
ATM000683,28.771668,77.410858,Uttar Pradesh,Delhi,883da1a133fffff,893da1a132bffff,SYNTHETIC_REFERENCE
ATM000684,18.507777,73.85457,Maharashtra,Pune,8860885013fffff,89608850133ffff,SYNTHETIC_REFERENCE
ATM000685,26.8061,80.946826,Uttar Pradesh,Lucknow,883d8dcd27fffff,893d8dcd273ffff,SYNTHETIC_REFERENCE
ATM000686,22.588362,88.372641,West Bengal,Kolkata,883cf2c65dfffff,893cf2c65cfffff,SYNTHETIC_REFERENCE
ATM000687,22.584623,88.330346,West Bengal,Kolkata,883cf2d599fffff,893cf2d5987ffff,SYNTHETIC_REFERENCE
ATM000688,12.939483,77.583946,Karnataka,Bangalore,8861892595fffff,89618925947ffff,SYNTHETIC_REFERENCE
ATM000689,23.030832,72.573409,Rajasthan,Ahmedabad,8842cea649fffff,8942cea6413ffff,SYNTHETIC_REFERENCE
ATM000690,28.59745,77.215715,Uttar Pradesh,Delhi,883da11425fffff,893da114257ffff,SYNTHETIC_REFERENCE
ATM000691,17.490696,78.52297,Maharashtra,Hyderabad,8860b19669fffff,8960b19669bffff,SYNTHETIC_REFERENCE
ATM000692,13.167337,80.25972,Tamil Nadu,Chennai,88618eb357fffff,89618eb3567ffff,SYNTHETIC_REFERENCE
ATM000693,22.582062,88.351147,West Bengal,Kolkata,883cf2c64dfffff,893cf2c64cfffff,SYNTHETIC_REFERENCE
ATM000694,12.984734,77.5907,Karnataka,Bangalore,8860145b45fffff,8960145b447ffff,SYNTHETIC_REFERENCE
ATM000695,28.935302,77.093703,Uttar Pradesh,Delhi,883d124927fffff,893d124926fffff,SYNTHETIC_REFERENCE
ATM000696,18.477517,73.674317,Maharashtra,Pune,88608854a3fffff,89608854a37ffff,SYNTHETIC_REFERENCE
ATM000697,12.955695,77.586186,Karnataka,Bangalore,88618925b1fffff,89618925b03ffff,SYNTHETIC_REFERENCE
ATM000698,22.528227,88.384264,West Bengal,Kolkata,883cf2c441fffff,893cf2c441bffff,SYNTHETIC_REFERENCE
ATM000699,28.679345,77.245804,Uttar Pradesh,Delhi,883da11689fffff,893da11688bffff,SYNTHETIC_REFERENCE
ATM000700,13.094285,80.268623,Tamil Nadu,Chennai,88618c48abfffff,89618c48aabffff,SYNTHETIC_REFERENCE
ATM000701,22.606993,88.22975,West Bengal,Kolkata,883cf2d731fffff,893cf2d7303ffff,SYNTHETIC_REFERENCE
ATM000702,19.347539,72.771904,Maharashtra,Mumbai,88608b4c9bfffff,89608b4c9afffff,SYNTHETIC_REFERENCE
ATM000703,17.16034,78.455064,Maharashtra,Hyderabad,8860a2524dfffff,8960a2524d3ffff,SYNTHETIC_REFERENCE
ATM000704,28.614606,77.193978,Uttar Pradesh,Delhi,883da11461fffff,893da11461bffff,SYNTHETIC_REFERENCE
ATM000705,18.963379,72.895418,Maharashtra,Mumbai,88608b1811fffff,89608b1811bffff,SYNTHETIC_REFERENCE
ATM000706,26.847614,80.988208,Uttar Pradesh,Lucknow,883d8dcdcdfffff,893d8dcdcc3ffff,SYNTHETIC_REFERENCE
ATM000707,17.379679,78.477352,Maharashtra,Hyderabad,8860a25b1dfffff,8960a25b1c3ffff,SYNTHETIC_REFERENCE
ATM000708,26.863311,75.763337,Rajasthan,Jaipur,883da2198dfffff,893da2198d3ffff,SYNTHETIC_REFERENCE
ATM000709,12.971271,77.594005,Karnataka,Bangalore,8860145b49fffff,8960145b483ffff,SYNTHETIC_REFERENCE
ATM000710,18.539805,73.858187,Maharashtra,Pune,8860885037fffff,89608850363ffff,SYNTHETIC_REFERENCE
ATM000711,23.033431,72.565332,Rajasthan,Ahmedabad,8842ceb4a7fffff,8942ceb4a67ffff,SYNTHETIC_REFERENCE
