complaint_id,incident_date,incident_time,incident_datetime,complaint_registered_at,incident_details,fraud_type,fraud_amount,victim_state,victim_pincode,victim_lat,victim_lon,victim_account_id,source_system,data_version,behavioral_profile
CMP00001582,2024-10-25,15:54:00,2024-10-25T15:54:00,2024-10-25T17:34:19,Phishing email led to unauthorized transfer of INR 46109.,PHISHING,46109.42,Rajasthan,333892,27.712017,78.014701,ACCT00006582,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00001583,2024-06-14,10:48:17,2024-06-14T10:48:17,2024-06-14T11:47:52,Impersonation of law enforcement; victim coerced into transferring INR 239712.,DIGITAL_ARREST,239711.84,Tamil Nadu,601482,11.355931,79.942099,ACCT00006583,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00001584,2024-04-25,07:29:27,2024-04-25T07:29:27,2024-04-25T07:59:25,Fraudulent digital payment of INR 11656 detected from victim account.,DIGITAL_PAYMENT_FRAUD,11656.06,Karnataka,578812,13.425653,77.535752,ACCT00006584,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00001585,2024-08-16,13:52:33,2024-08-16T13:52:33,2024-08-16T15:11:36,Fraudulent digital payment of INR 19944 detected from victim account.,DIGITAL_PAYMENT_FRAUD,19944.05,Haryana,121632,29.593061,74.547185,ACCT00006585,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00001586,2024-05-29,14:39:48,2024-05-29T14:39:48,2024-05-29T15:21:34,Victim transferred INR 480899 to fake mutual fund agent.,INVESTMENT_FRAUD,480898.61,Tamil Nadu,607248,8.652582,79.969556,ACCT00006586,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00001587,2024-07-15,09:12:25,2024-07-15T09:12:25,2024-07-15T10:57:36,Victim received fake payment link; INR 3277 debited without authorization.,DIGITAL_PAYMENT_FRAUD,3277.03,Gujarat,398234,21.364287,72.18467,ACCT00006587,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00001588,2024-07-19,19:03:13,2024-07-19T19:03:13,2024-07-19T20:09:43,Phishing email led to unauthorized transfer of INR 16931.,PHISHING,16931.42,Maharashtra,444169,17.026406,78.666295,ACCT00006588,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00001589,2024-10-03,15:25:51,2024-10-03T15:25:51,2024-10-03T16:08:00,Victim reported unauthorized UPI transaction of INR 21174.,DIGITAL_PAYMENT_FRAUD,21173.69,Rajasthan,325525,24.666516,77.575394,ACCT00006589,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00001590,2024-05-02,05:31:54,2024-05-02T05:31:54,2024-05-02T06:57:10,Fraudulent trading platform collected INR 50264 from victim.,INVESTMENT_FRAUD,50264.41,Karnataka,582947,15.800887,76.636264,ACCT00006590,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00001591,2024-09-21,10:07:56,2024-09-21T10:07:56,2024-09-21T10:37:21,Fake police/CBI call led victim to transfer INR 54825.,DIGITAL_ARREST,54825.14,Rajasthan,308350,30.097781,69.769016,ACCT00006591,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00001592,2024-01-13,16:23:19,2024-01-13T16:23:19,2024-01-13T16:32:36,Victim shared OTP after phishing call; INR 10122 debited.,PHISHING,10121.87,Uttar Pradesh,232974,26.518493,81.419599,ACCT00006592,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00001593,2024-01-03,11:21:27,2024-01-03T11:21:27,2024-01-03T13:20:42,Victim reported loss of INR 3075 via online fraud.,OTHER,3074.77,Uttar Pradesh,246185,26.126217,77.695795,ACCT00006593,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00001594,2024-10-06,14:31:37,2024-10-06T14:31:37,2024-10-06T14:57:31,Victim reported unauthorized UPI transaction of INR 37109.,DIGITAL_PAYMENT_FRAUD,37108.68,Karnataka,572979,14.415207,76.777612,ACCT00006594,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00001595,2024-07-09,19:41:16,2024-07-09T19:41:16,2024-07-09T20:01:05,Victim's banking credentials phished; INR 360713 stolen.,PHISHING,360713.27,Uttar Pradesh,266975,30.214729,81.747449,ACCT00006595,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00001596,2024-04-07,12:05:05,2024-04-07T12:05:05,2024-04-07T12:34:00,Victim threatened with digital arrest; paid INR 344627 under duress.,DIGITAL_ARREST,344627.48,Uttar Pradesh,201920,26.347614,84.408741,ACCT00006596,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00001597,2024-10-31,14:30:46,2024-10-31T14:30:46,2024-10-31T15:42:29,Victim received fake payment link; INR 41500 debited without authorization.,DIGITAL_PAYMENT_FRAUD,41499.69,Delhi,111312,28.464793,77.171445,ACCT00006597,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00001598,2024-08-01,10:48:10,2024-08-01T10:48:10,2024-08-01T11:04:54,Victim reported unauthorized UPI transaction of INR 8044.,DIGITAL_PAYMENT_FRAUD,8043.93,Tamil Nadu,628628,11.207493,80.250224,ACCT00006598,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00001599,2024-12-18,17:26:31,2024-12-18T17:26:31,2024-12-18T18:13:35,Victim transferred INR 3204383 to fake mutual fund agent.,INVESTMENT_FRAUD,3204383.02,Karnataka,592685,13.851133,75.428275,ACCT00006599,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00001600,2024-05-23,06:01:36,2024-05-23T06:01:36,2024-05-23T06:14:14,Cyber fraud reported; INR 11737 lost through unspecified method.,OTHER,11737.11,Maharashtra,405236,16.013002,73.884634,ACCT00006600,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00001601,2024-06-09,16:07:34,2024-06-09T16:07:34,2024-06-09T16:54:49,Victim shared OTP after phishing call; INR 9680 debited.,PHISHING,9680.28,Karnataka,584419,12.488567,75.748199,ACCT00006601,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00001602,2024-05-23,18:00:54,2024-05-23T18:00:54,2024-05-23T19:17:22,Victim received fake payment link; INR 9564 debited without authorization.,DIGITAL_PAYMENT_FRAUD,9564.44,Punjab,142011,31.70076,75.851107,ACCT00006602,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00001603,2024-02-22,13:32:40,2024-02-22T13:32:40,2024-02-22T14:38:07,Victim shared OTP after phishing call; INR 8235 debited.,PHISHING,8235.47,Delhi,116706,28.832571,77.059053,ACCT00006603,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00001604,2024-07-18,12:44:22,2024-07-18T12:44:22,2024-07-18T12:52:06,Victim received fake payment link; INR 14927 debited without authorization.,DIGITAL_PAYMENT_FRAUD,14927.23,Maharashtra,417107,21.160018,74.128622,ACCT00006604,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00001605,2024-12-09,13:49:16,2024-12-09T13:49:16,2024-12-09T15:25:27,Fraudulent digital payment of INR 71997 detected from victim account.,DIGITAL_PAYMENT_FRAUD,71997.46,Telangana,523713,18.964308,78.922186,ACCT00006605,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00001606,2024-08-24,22:55:08,2024-08-24T22:55:08,2024-08-24T23:44:32,Victim reported unauthorized UPI transaction of INR 13747.,DIGITAL_PAYMENT_FRAUD,13747.36,Tamil Nadu,639993,11.289739,79.872226,ACCT00006606,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00001607,2024-09-27,08:59:34,2024-09-27T08:59:34,2024-09-27T09:55:03,Victim's banking credentials phished; INR 22832 stolen.,PHISHING,22832.3,Delhi,118886,28.431411,77.003236,ACCT00006607,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00001608,2024-05-09,23:51:05,2024-05-09T23:51:05,2024-05-10T00:46:34,Victim received fake payment link; INR 774 debited without authorization.,DIGITAL_PAYMENT_FRAUD,773.76,Karnataka,573651,18.488135,75.793838,ACCT00006608,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00001609,2024-01-30,11:52:03,2024-01-30T11:52:03,2024-01-30T12:56:57,Victim's banking credentials phished; INR 27009 stolen.,PHISHING,27008.97,Tamil Nadu,643552,10.62411,79.207139,ACCT00006609,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00001610,2024-08-16,06:50:00,2024-08-16T06:50:00,2024-08-16T07:06:28,Online fraud complaint filed for INR 30719.,OTHER,30719.49,Maharashtra,402125,19.12996,78.966471,ACCT00006610,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00001611,2024-06-27,09:33:40,2024-06-27T09:33:40,2024-06-27T11:27:44,Fake police/CBI call led victim to transfer INR 150072.,DIGITAL_ARREST,150071.94,Madhya Pradesh,467373,24.52327,74.109755,ACCT00006611,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00001612,2024-07-12,13:10:21,2024-07-12T13:10:21,2024-07-12T14:09:43,Victim shared OTP after phishing call; INR 11132 debited.,PHISHING,11132.45,Rajasthan,319869,28.715367,71.665756,ACCT00006612,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00001613,2024-02-28,16:16:24,2024-02-28T16:16:24,2024-02-28T17:11:51,Victim lured into fake investment scheme; lost INR 1200636.,INVESTMENT_FRAUD,1200636.23,Maharashtra,447576,18.693422,80.58178,ACCT00006613,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00001614,2024-11-16,10:46:41,2024-11-16T10:46:41,2024-11-16T10:52:17,Fraudulent digital payment of INR 11361 detected from victim account.,DIGITAL_PAYMENT_FRAUD,11360.55,Kerala,679750,8.942365,75.976984,ACCT00006614,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00001615,2024-03-31,09:03:48,2024-03-31T09:03:48,2024-03-31T10:51:05,Cyber fraud reported; INR 164576 lost through unspecified method.,OTHER,164576.1,Karnataka,583681,13.585046,75.804724,ACCT00006615,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00001616,2024-03-31,14:23:30,2024-03-31T14:23:30,2024-03-31T14:38:58,Victim's banking credentials phished; INR 3496 stolen.,PHISHING,3496.49,Maharashtra,423971,21.91197,77.353471,ACCT00006616,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00001617,2024-01-15,04:57:10,2024-01-15T04:57:10,2024-01-15T06:47:12,Victim received fake payment link; INR 86117 debited without authorization.,DIGITAL_PAYMENT_FRAUD,86116.76,Uttar Pradesh,247318,23.540004,79.105767,ACCT00006617,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00001618,2024-04-30,13:25:03,2024-04-30T13:25:03,2024-04-30T14:40:39,Victim lured into fake investment scheme; lost INR 517550.,INVESTMENT_FRAUD,517549.81,Karnataka,571855,13.72408,76.287246,ACCT00006618,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00001619,2024-12-13,19:24:02,2024-12-13T19:24:02,2024-12-13T19:47:14,Fraudulent digital payment of INR 4229 detected from victim account.,DIGITAL_PAYMENT_FRAUD,4228.8,Rajasthan,311748,26.601637,73.419338,ACCT00006619,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00001620,2024-12-17,15:32:49,2024-12-17T15:32:49,2024-12-17T16:38:57,Victim lured into fake investment scheme; lost INR 188713.,INVESTMENT_FRAUD,188713.4,Maharashtra,417333,16.093233,78.967713,ACCT00006620,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00001621,2024-11-29,16:31:34,2024-11-29T16:31:34,2024-11-29T16:32:45,Online fraud complaint filed for INR 82401.,OTHER,82401.09,Gujarat,369775,20.948297,68.957483,ACCT00006621,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00001622,2024-09-21,19:30:37,2024-09-21T19:30:37,2024-09-21T20:19:40,Victim shared OTP after phishing call; INR 4492 debited.,PHISHING,4492.22,Uttar Pradesh,284740,24.177435,82.474823,ACCT00006622,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00001623,2024-05-30,14:40:25,2024-05-30T14:40:25,2024-05-30T15:32:32,Phishing email led to unauthorized transfer of INR 120635.,PHISHING,120634.77,Gujarat,383891,22.00362,69.020979,ACCT00006623,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00001624,2024-02-20,13:01:56,2024-02-20T13:01:56,2024-02-20T14:16:08,Fake police/CBI call led victim to transfer INR 137565.,DIGITAL_ARREST,137564.85,Delhi,111017,28.754599,77.17008,ACCT00006624,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00001625,2024-08-14,09:42:50,2024-08-14T09:42:50,2024-08-14T11:10:41,Victim reported unauthorized UPI transaction of INR 7476.,DIGITAL_PAYMENT_FRAUD,7476.06,Maharashtra,403406,21.500375,73.811122,ACCT00006625,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00001626,2024-12-01,16:16:51,2024-12-01T16:16:51,2024-12-01T17:26:13,Victim's banking credentials phished; INR 1947 stolen.,PHISHING,1947.14,Maharashtra,428347,19.7918,77.393284,ACCT00006626,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00001627,2024-11-07,17:47:17,2024-11-07T17:47:17,2024-11-07T19:26:34,Victim transferred INR 109932 to fake mutual fund agent.,INVESTMENT_FRAUD,109931.62,Maharashtra,443950,15.763102,76.681438,ACCT00006627,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00001628,2024-11-16,02:04:26,2024-11-16T02:04:26,2024-11-16T02:20:51,Victim's banking credentials phished; INR 8229 stolen.,PHISHING,8228.57,Maharashtra,449502,21.822748,79.734386,ACCT00006628,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00001629,2024-12-08,16:26:46,2024-12-08T16:26:46,2024-12-08T17:59:15,Victim's banking credentials phished; INR 13877 stolen.,PHISHING,13876.81,Telangana,519590,19.473868,79.556498,ACCT00006629,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00001630,2024-10-29,12:13:29,2024-10-29T12:13:29,2024-10-29T12:39:52,Victim transferred INR 64047 to fake mutual fund agent.,INVESTMENT_FRAUD,64046.76,Maharashtra,446737,19.51698,79.630847,ACCT00006630,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00001631,2024-02-23,17:01:27,2024-02-23T17:01:27,2024-02-23T17:05:38,Victim transferred INR 22497 to fake mutual fund agent.,INVESTMENT_FRAUD,22496.58,Rajasthan,343670,29.19816,75.108356,ACCT00006631,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00001632,2024-09-30,22:30:28,2024-09-30T22:30:28,2024-09-30T22:55:04,Victim reported loss of INR 462951 via online fraud.,OTHER,462951.03,Odisha,758207,20.940723,83.638837,ACCT00006632,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00001633,2024-03-17,17:32:23,2024-03-17T17:32:23,2024-03-17T19:24:00,Fraudulent digital payment of INR 11643 detected from victim account.,DIGITAL_PAYMENT_FRAUD,11643.23,Karnataka,565471,16.250512,76.267845,ACCT00006633,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00001634,2024-11-29,07:00:37,2024-11-29T07:00:37,2024-11-29T07:06:49,Victim reported unauthorized UPI transaction of INR 67168.,DIGITAL_PAYMENT_FRAUD,67168.03,Uttar Pradesh,252402,23.664898,83.864447,ACCT00006634,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00001635,2024-03-23,07:20:13,2024-03-23T07:20:13,2024-03-23T08:35:06,Victim threatened with digital arrest; paid INR 38855 under duress.,DIGITAL_ARREST,38854.78,Maharashtra,449565,17.636004,76.085764,ACCT00006635,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00001636,2024-10-13,02:23:38,2024-10-13T02:23:38,2024-10-13T02:26:05,Victim received fake payment link; INR 3020 debited without authorization.,DIGITAL_PAYMENT_FRAUD,3019.9,Rajasthan,302758,26.126387,75.479907,ACCT00006636,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00001637,2024-11-10,11:10:14,2024-11-10T11:10:14,2024-11-10T12:36:09,Victim transferred INR 9306 to fake mutual fund agent.,INVESTMENT_FRAUD,9306.08,Maharashtra,436782,18.671819,77.461813,ACCT00006637,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00001638,2024-06-03,15:46:13,2024-06-03T15:46:13,2024-06-03T16:43:47,Fraudulent digital payment of INR 4442 detected from victim account.,DIGITAL_PAYMENT_FRAUD,4442.0,Madhya Pradesh,482816,21.307378,76.808797,ACCT00006638,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00001639,2024-09-01,14:33:50,2024-09-01T14:33:50,2024-09-01T14:43:41,Phishing email led to unauthorized transfer of INR 32061.,PHISHING,32060.52,Rajasthan,311000,24.521654,76.251018,ACCT00006639,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00001640,2024-05-14,12:40:39,2024-05-14T12:40:39,2024-05-14T14:24:41,Phishing email led to unauthorized transfer of INR 3393.,PHISHING,3392.61,Uttar Pradesh,218689,24.285367,82.720047,ACCT00006640,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00001641,2024-08-25,22:10:29,2024-08-25T22:10:29,2024-08-25T22:34:45,Victim shared OTP after phishing call; INR 24150 debited.,PHISHING,24150.02,Haryana,134687,30.81781,74.917687,ACCT00006641,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00001642,2024-05-22,21:35:55,2024-05-22T21:35:55,2024-05-22T22:42:50,Online fraud complaint filed for INR 238588.,OTHER,238588.09,Uttar Pradesh,271094,26.242658,84.344941,ACCT00006642,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00001643,2024-01-02,08:55:36,2024-01-02T08:55:36,2024-01-02T10:49:39,Victim reported unauthorized UPI transaction of INR 3441.,DIGITAL_PAYMENT_FRAUD,3440.77,Bihar,809308,26.891765,86.614738,ACCT00006643,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00001644,2024-02-03,07:27:22,2024-02-03T07:27:22,2024-02-03T09:23:21,Impersonation of law enforcement; victim coerced into transferring INR 55643.,DIGITAL_ARREST,55643.33,Karnataka,598039,12.424646,74.15033,ACCT00006644,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00001645,2024-11-26,08:32:57,2024-11-26T08:32:57,2024-11-26T09:56:00,Victim reported unauthorized UPI transaction of INR 3772.,DIGITAL_PAYMENT_FRAUD,3772.32,Karnataka,567427,17.72379,77.650347,ACCT00006645,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00001646,2024-02-01,11:09:31,2024-02-01T11:09:31,2024-02-01T11:25:24,Victim lured into fake investment scheme; lost INR 125423.,INVESTMENT_FRAUD,125422.97,Maharashtra,442199,21.328049,80.636573,ACCT00006646,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00001647,2024-03-08,19:00:04,2024-03-08T19:00:04,2024-03-08T20:17:20,Victim received fake payment link; INR 12670 debited without authorization.,DIGITAL_PAYMENT_FRAUD,12669.57,Tamil Nadu,632285,8.175906,76.787285,ACCT00006647,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00001648,2024-10-12,19:44:42,2024-10-12T19:44:42,2024-10-12T20:16:04,Victim received fake payment link; INR 133887 debited without authorization.,DIGITAL_PAYMENT_FRAUD,133886.77,Maharashtra,413420,19.322597,76.138326,ACCT00006648,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00001649,2024-06-10,14:11:47,2024-06-10T14:11:47,2024-06-10T15:32:41,Impersonation of law enforcement; victim coerced into transferring INR 191845.,DIGITAL_ARREST,191845.13,Tamil Nadu,626854,12.811313,76.38827,ACCT00006649,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00001650,2024-08-29,12:16:22,2024-08-29T12:16:22,2024-08-29T14:02:13,Fraudulent digital payment of INR 1945 detected from victim account.,DIGITAL_PAYMENT_FRAUD,1944.58,Rajasthan,319030,24.490387,74.429479,ACCT00006650,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00001651,2024-07-28,22:30:34,2024-07-28T22:30:34,2024-07-29T00:03:23,Fraudulent digital payment of INR 13366 detected from victim account.,DIGITAL_PAYMENT_FRAUD,13366.13,West Bengal,748808,26.463846,86.721,ACCT00006651,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00001652,2024-02-26,20:57:59,2024-02-26T20:57:59,2024-02-26T21:19:55,Fraudulent trading platform collected INR 449071 from victim.,INVESTMENT_FRAUD,449071.12,Delhi,112889,28.609468,76.990068,ACCT00006652,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00001653,2024-10-07,16:25:35,2024-10-07T16:25:35,2024-10-07T17:10:19,Victim received fake payment link; INR 45458 debited without authorization.,DIGITAL_PAYMENT_FRAUD,45458.31,Tamil Nadu,628737,9.448168,77.655106,ACCT00006653,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00001654,2024-09-14,08:17:18,2024-09-14T08:17:18,2024-09-14T09:22:07,Online fraud complaint filed for INR 9496.,OTHER,9495.69,Karnataka,575770,18.352216,77.038292,ACCT00006654,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00001655,2024-12-22,08:43:13,2024-12-22T08:43:13,2024-12-22T10:29:30,Victim reported unauthorized UPI transaction of INR 34721.,DIGITAL_PAYMENT_FRAUD,34721.12,Bihar,811299,24.925628,86.572704,ACCT00006655,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00001656,2024-01-04,12:22:45,2024-01-04T12:22:45,2024-01-04T13:57:53,Victim shared OTP after phishing call; INR 90554 debited.,PHISHING,90554.31,Telangana,527904,19.053818,80.390391,ACCT00006656,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00001657,2024-06-13,00:47:36,2024-06-13T00:47:36,2024-06-13T01:47:13,Victim reported unauthorized UPI transaction of INR 1867.,DIGITAL_PAYMENT_FRAUD,1867.04,Rajasthan,329180,29.641749,72.720193,ACCT00006657,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00001658,2024-06-08,18:31:40,2024-06-08T18:31:40,2024-06-08T20:23:49,Phishing email led to unauthorized transfer of INR 3210.,PHISHING,3209.88,Delhi,111455,28.815081,77.179706,ACCT00006658,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00001659,2024-02-09,22:12:46,2024-02-09T22:12:46,2024-02-09T23:32:37,Victim shared OTP after phishing call; INR 46907 debited.,PHISHING,46906.52,Bihar,854121,24.834405,87.105758,ACCT00006659,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00001660,2024-05-21,15:51:22,2024-05-21T15:51:22,2024-05-21T17:25:44,Fraudulent digital payment of INR 20032 detected from victim account.,DIGITAL_PAYMENT_FRAUD,20032.28,Maharashtra,404943,20.559476,80.15252,ACCT00006660,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00001661,2024-01-18,15:57:54,2024-01-18T15:57:54,2024-01-18T17:20:09,Victim transferred INR 18223 to fake mutual fund agent.,INVESTMENT_FRAUD,18222.55,West Bengal,712083,22.152727,89.20181,ACCT00006661,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00001662,2024-11-23,12:23:27,2024-11-23T12:23:27,2024-11-23T13:28:40,Victim received fake payment link; INR 5305 debited without authorization.,DIGITAL_PAYMENT_FRAUD,5304.51,Gujarat,379684,22.600696,68.613112,ACCT00006662,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00001663,2024-06-04,14:21:12,2024-06-04T14:21:12,2024-06-04T15:39:24,Victim's banking credentials phished; INR 12466 stolen.,PHISHING,12465.58,Karnataka,594715,16.17755,78.435814,ACCT00006663,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00001664,2024-07-24,17:10:15,2024-07-24T17:10:15,2024-07-24T18:13:56,Victim's banking credentials phished; INR 31920 stolen.,PHISHING,31920.21,Gujarat,397883,20.357591,68.570922,ACCT00006664,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00001665,2024-10-31,19:48:49,2024-10-31T19:48:49,2024-10-31T21:02:57,Fake police/CBI call led victim to transfer INR 54532.,DIGITAL_ARREST,54531.52,Gujarat,381220,20.278283,72.976944,ACCT00006665,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00001666,2024-09-30,12:34:10,2024-09-30T12:34:10,2024-09-30T14:25:31,Victim lured into fake investment scheme; lost INR 821790.,INVESTMENT_FRAUD,821790.42,Maharashtra,409459,20.491146,74.251663,ACCT00006666,SYNTHETIC,2.0.0,SLOW_CASHOUT
CMP00001667,2024-01-17,15:26:39,2024-01-17T15:26:39,2024-01-17T15:58:04,Phishing email led to unauthorized transfer of INR 21314.,PHISHING,21313.82,Rajasthan,303250,28.826771,74.827525,ACCT00006667,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00001668,2024-11-26,08:13:49,2024-11-26T08:13:49,2024-11-26T08:41:33,Phishing email led to unauthorized transfer of INR 5319.,PHISHING,5318.54,Rajasthan,301088,28.647547,74.611657,ACCT00006668,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00001669,2024-09-10,18:40:15,2024-09-10T18:40:15,2024-09-10T18:52:08,Victim received fake payment link; INR 23639 debited without authorization.,DIGITAL_PAYMENT_FRAUD,23639.23,Maharashtra,449457,19.655883,74.853611,ACCT00006669,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00001670,2024-03-02,17:56:45,2024-03-02T17:56:45,2024-03-02T18:13:03,Victim reported loss of INR 13911 via online fraud.,OTHER,13910.61,Maharashtra,417533,21.86419,75.52269,ACCT00006670,SYNTHETIC,2.0.0,MULTIPLE_CASHOUT
CMP00001671,2024-11-02,09:29:46,2024-11-02T09:29:46,2024-11-02T10:38:45,Fraudulent digital payment of INR 11784 detected from victim account.,DIGITAL_PAYMENT_FRAUD,11783.69,Rajasthan,348366,28.184443,70.35439,ACCT00006671,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00001672,2024-09-30,16:55:41,2024-09-30T16:55:41,2024-09-30T18:11:48,Victim received fake payment link; INR 46183 debited without authorization.,DIGITAL_PAYMENT_FRAUD,46182.84,Gujarat,365112,21.672937,71.885352,ACCT00006672,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00001673,2024-06-09,20:43:56,2024-06-09T20:43:56,2024-06-09T21:30:44,Victim's banking credentials phished; INR 17244 stolen.,PHISHING,17244.19,Kerala,678647,9.512871,75.126357,ACCT00006673,SYNTHETIC,2.0.0,COORDINATED_CASE
CMP00001674,2024-04-03,23:58:54,2024-04-03T23:58:54,2024-04-04T01:47:19,Victim transferred INR 1941657 to fake mutual fund agent.,INVESTMENT_FRAUD,1941657.4,Karnataka,579563,16.457989,77.085232,ACCT00006674,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00001675,2024-09-09,09:09:51,2024-09-09T09:09:51,2024-09-09T10:26:41,Victim shared OTP after phishing call; INR 2587 debited.,PHISHING,2587.23,Maharashtra,434400,17.816439,73.259914,ACCT00006675,SYNTHETIC,2.0.0,NO_CASHOUT
CMP00001676,2024-02-07,22:14:19,2024-02-07T22:14:19,2024-02-07T22:20:16,Victim lured into fake investment scheme; lost INR 401990.,INVESTMENT_FRAUD,401990.5,Bihar,834308,24.534738,84.795893,ACCT00006676,SYNTHETIC,2.0.0,DEEP_MULE_CHAIN
CMP00001677,2024-10-28,12:03:34,2024-10-28T12:03:34,2024-10-28T13:06:26,Fraudulent digital payment of INR 19161 detected from victim account.,DIGITAL_PAYMENT_FRAUD,19160.89,Maharashtra,421910,20.641728,77.747491,ACCT00006677,SYNTHETIC,2.0.0,FAST_CASHOUT
CMP00001678,2024-08-02,09:09:48,2024-08-02T09:09:48,2024-08-02T09:55:51,Impersonation of law enforcement; victim coerced into transferring INR 110835.,DIGITAL_ARREST,110834.69,West Bengal,715518,22.08611,87.624028,ACCT00006678,SYNTHETIC,2.0.0,FAST_CASHOUT
